sample_id,split,input_csv,output_npz,rows_10hz,feature_dim,duration_sec,nan_count,inf_count,file_size_mb,processing_sec,status,error
hoyeon_fall_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_fall_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_fall_normal_01_features_315.npz,1809,315,180.8000030517578,0,0,1.8536443710327148,0.7369961738586426,completed,
hoyeon_free_activity_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_free_activity_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_free_activity_normal_01_features_315.npz,1802,315,180.10000610351562,0,0,1.8499841690063477,0.8198633193969727,completed,
hoyeon_lie_down_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_lie_down_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_lie_down_normal_01_features_315.npz,1800,315,179.89999389648438,0,0,1.8207368850708008,0.6761014461517334,completed,
hoyeon_sit_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_sit_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_sit_normal_01_features_315.npz,1205,315,120.4000015258789,0,0,1.197514533996582,0.23458123207092285,completed,
hoyeon_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_stand_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_stand_normal_01_features_315.npz,1210,315,120.9000015258789,0,0,1.2226829528808594,0.2469785213470459,completed,
hoyeon_walk_large_motion_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_walk_large_motion_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_walk_large_motion_01_features_315.npz,1806,315,180.5,0,0,1.850846290588379,0.31685876846313477,completed,
hoyeon_walk_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/hoyeon_walk_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/hoyeon_walk_normal_01_features_315.npz,1207,315,120.5999984741211,0,0,1.231795310974121,0.23063039779663086,completed,
sujin_bending_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_bending_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_bending_normal_02_features_315.npz,1800,315,179.89999389648438,0,0,1.823704719543457,0.3068697452545166,completed,
sujin_chair_sit_variation_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_chair_sit_variation_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_chair_sit_variation_01_features_315.npz,1806,315,180.5,0,0,1.8435544967651367,0.33780765533447266,completed,
sujin_chair_sit_variation_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_chair_sit_variation_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_chair_sit_variation_02_features_315.npz,128,315,12.699999809265137,0,0,0.12963294982910156,0.08527565002441406,completed,
sujin_chair_sit_variation_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_chair_sit_variation_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_chair_sit_variation_03_features_315.npz,133,315,13.199999809265137,0,0,0.1327676773071289,0.06447505950927734,completed,
sujin_fall_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_01_features_315.npz,1800,315,179.89999389648438,0,0,1.8305244445800781,0.32074856758117676,completed,
sujin_fall_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_02_features_315.npz,1202,315,120.0999984741211,0,0,1.2177886962890625,0.23270964622497559,completed,
sujin_fall_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_03_features_315.npz,125,315,12.399999618530273,0,0,0.12811946868896484,0.09303617477416992,completed,
sujin_fall_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_04_features_315.npz,128,315,12.699999809265137,0,0,0.1306133270263672,0.11096525192260742,completed,
sujin_fall_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_05_features_315.npz,129,315,12.800000190734863,0,0,0.13154029846191406,0.09007930755615234,completed,
sujin_fall_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_06_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_06_features_315.npz,128,315,12.699999809265137,0,0,0.13033103942871094,0.09239077568054199,completed,
sujin_fall_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_07_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_07_features_315.npz,129,315,12.800000190734863,0,0,0.13135242462158203,0.09461307525634766,completed,
sujin_fall_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_08_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_08_features_315.npz,128,315,12.699999809265137,0,0,0.1310720443725586,0.09085226058959961,completed,
sujin_fall_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_09_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_09_features_315.npz,127,315,12.600000381469727,0,0,0.13001346588134766,0.08685874938964844,completed,
sujin_fall_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_10_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_10_features_315.npz,131,315,13.0,0,0,0.13354969024658203,0.09127473831176758,completed,
sujin_fall_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_11_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_11_features_315.npz,127,315,12.600000381469727,0,0,0.13004779815673828,0.08693075180053711,completed,
sujin_fall_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_12_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_12_features_315.npz,156,315,15.5,0,0,0.1590576171875,0.08787059783935547,completed,
sujin_fall_normal_13,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_13_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_13_features_315.npz,129,315,12.800000190734863,0,0,0.13262557983398438,0.08928704261779785,completed,
sujin_fall_normal_14,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_14_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_14_features_315.npz,130,315,12.899999618530273,0,0,0.13360595703125,0.08895015716552734,completed,
sujin_fall_normal_15,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_15_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_15_features_315.npz,128,315,12.699999809265137,0,0,0.1313333511352539,0.08892369270324707,completed,
sujin_fall_normal_16,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_normal_16_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_normal_16_features_315.npz,126,315,12.5,0,0,0.12970829010009766,0.0970149040222168,completed,
sujin_fall_stay_down_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_stay_down_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_stay_down_01_features_315.npz,1816,315,181.5,0,0,1.8352041244506836,0.48253464698791504,completed,
sujin_fall_stay_down_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_stay_down_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_stay_down_02_features_315.npz,111,315,11.0,0,0,0.11346721649169922,0.09969139099121094,completed,
sujin_fall_stay_down_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_stay_down_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_stay_down_03_features_315.npz,105,315,10.399999618530273,0,0,0.10834121704101562,0.08512568473815918,completed,
sujin_fall_stay_down_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_stay_down_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_stay_down_04_features_315.npz,103,315,10.199999809265137,0,0,0.1036367416381836,0.0880575180053711,completed,
sujin_fall_stay_down_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_fall_stay_down_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_fall_stay_down_05_features_315.npz,99,315,9.800000190734863,0,0,0.10094451904296875,0.07934832572937012,completed,
sujin_free_activity_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_free_activity_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_free_activity_03_features_315.npz,3006,315,300.5,0,0,3.036282539367676,0.7646534442901611,completed,
sujin_free_activity_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_free_activity_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_free_activity_normal_01_features_315.npz,1800,315,179.89999389648438,0,0,1.8185491561889648,0.5011031627655029,completed,
sujin_free_activity_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_free_activity_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_free_activity_normal_02_features_315.npz,3004,315,300.29998779296875,0,0,3.045297622680664,0.7750551700592041,completed,
sujin_lie_down_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_lie_down_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_lie_down_normal_01_features_315.npz,1802,315,180.10000610351562,0,0,1.8256292343139648,0.32899045944213867,completed,
sujin_pick_up_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_01_features_315.npz,1804,315,180.3000030517578,0,0,1.8370437622070312,0.3916501998901367,completed,
sujin_pick_up_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_02_features_315.npz,1803,315,180.1999969482422,0,0,1.833230972290039,0.320803165435791,completed,
sujin_pick_up_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_03_features_315.npz,131,315,13.0,0,0,0.131591796875,0.06907367706298828,completed,
sujin_pick_up_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_04_features_315.npz,127,315,12.600000381469727,0,0,0.12872982025146484,0.06217527389526367,completed,
sujin_pick_up_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_05_features_315.npz,128,315,12.699999809265137,0,0,0.12837505340576172,0.10781669616699219,completed,
sujin_pick_up_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_06_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_06_features_315.npz,129,315,12.800000190734863,0,0,0.13024520874023438,0.06550240516662598,completed,
sujin_pick_up_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_07_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_07_features_315.npz,133,315,13.199999809265137,0,0,0.13454914093017578,0.06496119499206543,completed,
sujin_pick_up_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_08_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_08_features_315.npz,129,315,12.800000190734863,0,0,0.13057231903076172,0.09013915061950684,completed,
sujin_pick_up_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_09_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_09_features_315.npz,127,315,12.600000381469727,0,0,0.12919235229492188,0.07314443588256836,completed,
sujin_pick_up_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_10_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_10_features_315.npz,126,315,12.5,0,0,0.1283102035522461,0.07102704048156738,completed,
sujin_pick_up_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_11_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_11_features_315.npz,130,315,12.899999618530273,0,0,0.13002967834472656,0.06380033493041992,completed,
sujin_pick_up_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_normal_12_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_normal_12_features_315.npz,128,315,12.699999809265137,0,0,0.1288290023803711,0.06369781494140625,completed,
sujin_pick_up_variation_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_variation_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_variation_01_features_315.npz,1804,315,180.3000030517578,0,0,1.840219497680664,0.31737375259399414,completed,
sujin_pick_up_variation_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_variation_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_variation_02_features_315.npz,130,315,12.899999618530273,0,0,0.1332378387451172,0.06737661361694336,completed,
sujin_pick_up_variation_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_variation_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_variation_03_features_315.npz,128,315,12.699999809265137,0,0,0.13059520721435547,0.06512594223022461,completed,
sujin_pick_up_variation_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_variation_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_variation_04_features_315.npz,127,315,12.600000381469727,0,0,0.12985897064208984,0.08489274978637695,completed,
sujin_pick_up_variation_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_pick_up_variation_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_pick_up_variation_05_features_315.npz,126,315,12.5,0,0,0.12833213806152344,0.0643622875213623,completed,
sujin_sit_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_01_features_315.npz,1216,315,121.5,0,0,1.2382125854492188,0.23040318489074707,completed,
sujin_sit_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_02_features_315.npz,126,315,12.5,0,0,0.12807846069335938,0.06437373161315918,completed,
sujin_sit_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_03_features_315.npz,129,315,12.800000190734863,0,0,0.13129806518554688,0.0633852481842041,completed,
sujin_sit_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_04_features_315.npz,139,315,13.800000190734863,0,0,0.1428384780883789,0.10155558586120605,completed,
sujin_sit_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_05_features_315.npz,129,315,12.800000190734863,0,0,0.13098907470703125,0.06936144828796387,completed,
sujin_sit_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_06_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_06_features_315.npz,130,315,12.899999618530273,0,0,0.130462646484375,0.07751917839050293,completed,
sujin_sit_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_07_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_07_features_315.npz,127,315,12.600000381469727,0,0,0.1284961700439453,0.06324553489685059,completed,
sujin_sit_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_08_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_08_features_315.npz,130,315,12.899999618530273,0,0,0.1315155029296875,0.08014607429504395,completed,
sujin_sit_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_normal_09_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_09_features_315.npz,129,315,12.800000190734863,0,0,0.13175296783447266,0.06417441368103027,completed,
sujin_sit_to_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_01_features_315.npz,1811,315,181.0,0,0,1.8514938354492188,0.33591413497924805,completed,
sujin_sit_to_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_02_features_315.npz,1801,315,180.0,0,0,1.8265705108642578,0.31937098503112793,completed,
sujin_sit_to_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_03_features_315.npz,130,315,12.899999618530273,0,0,0.1314716339111328,0.07178664207458496,completed,
sujin_sit_to_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_04_features_315.npz,127,315,12.600000381469727,0,0,0.12766742706298828,0.07202649116516113,completed,
sujin_sit_to_stand_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_05_features_315.npz,127,315,12.600000381469727,0,0,0.1258373260498047,0.07265877723693848,completed,
sujin_sit_to_stand_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_sit_to_stand_normal_06_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_06_features_315.npz,125,315,12.399999618530273,0,0,0.12780475616455078,0.06632876396179199,completed,
sujin_slow_lie_down_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_slow_lie_down_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_slow_lie_down_01_features_315.npz,1801,315,180.0,0,0,1.8193292617797852,0.3237931728363037,completed,
sujin_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_01_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_01_features_315.npz,1207,315,120.5999984741211,0,0,1.2427501678466797,0.23354077339172363,completed,
sujin_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_02_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_02_features_315.npz,603,315,60.20000076293945,0,0,0.6115398406982422,0.16830778121948242,completed,
sujin_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_03_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_03_features_315.npz,133,315,13.199999809265137,0,0,0.1338062286376953,0.07425832748413086,completed,
sujin_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_04_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_04_features_315.npz,128,315,12.699999809265137,0,0,0.1306438446044922,0.06882119178771973,completed,
sujin_stand_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_05_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_05_features_315.npz,133,315,13.199999809265137,0,0,0.13541889190673828,0.06915950775146484,completed,
sujin_stand_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_06_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_06_features_315.npz,131,315,13.0,0,0,0.13232040405273438,0.07041287422180176,completed,
sujin_stand_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_07_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_07_features_315.npz,128,315,12.699999809265137,0,0,0.1298074722290039,0.07039690017700195,completed,
sujin_stand_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_08_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_08_features_315.npz,128,315,12.699999809265137,0,0,0.131072998046875,0.0671529769897461,completed,
sujin_stand_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_09_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_09_features_315.npz,127,315,12.600000381469727,0,0,0.12887096405029297,0.06870055198669434,completed,
sujin_stand_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_10_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_10_features_315.npz,131,315,13.0,0,0,0.1327505111694336,0.0838632583618164,completed,
sujin_stand_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/csi/train/sujin_stand_normal_11_csi_raw.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_11_features_315.npz,131,315,13.0,0,0,0.1322154998779297,0.25003790855407715,completed,
